,name_chain,chain_id
1792,T-Rex Steak House (ทีเร็กซ์ สเต็กเฮ้าส์),1792
1793,ซุปเปอร์เล้ง ซุปเปอร์หมิงหมิงโคราช,1793
1794,เรื่องของสเต๊ก,1794
1795,Yimwaan House Cafe Korat (ยิ้มหวาน),1795
1796,ขาหมูหินดาด,1796
1797,VanillaDessertCafe,1797
1798,Polar Polar Cafe,1798
1799,Crepes A Day,1799
1800,Somtum Phanlan Restaurant (ส้มตำพันล้าน),1800
1801,ลุงปั่นปลาเผา,1801
1802,Shabu Number One (ชาบู นัมเบอร์วัน),1802
1803,Sweet Garden (สวีทการ์เด้น),1803
1804,Aroy Hor Kho Nami (อร่อยเหาะเกาะนามิ),1804
1805,ฮอยอัน แหนมเนือง,1805
1806, The Cocoa Bar ,1806
1807,Food Salad Made,1807
1808,เน้นเนื้อ,1808
1809,บ้านขนมคุณภัทรา,1809
1810,ก๋วยเตี๋ยวเรือโบราณ จัดจ้าน แซ่บซี๊ด,1810
1811,ลูกชิ้นชุมพล,1811
1812,ขนมปังโอชิน เชียงใหม่,1812
1813,Krutid Coffee House (กาแฟครูติ๊ด),1813
1814,Café Racotta,1814
1815,ก๋วยเตี๋ยวเรือโกฮับ,1815
1816,ขนมจีบเจ้หมวย,1816
1817,ชิวเล้า บุฟเฟ่ต์ สุกี้-ชาบู,1817
1818,ตะวันแดง มหาซน,1818
1819,อ.กุ้งเผา,1819
1820,Sri Brown Cafe (ศรี บราวน์ คาเฟ่),1820
1821,SAYA cafe & restaurant,1821
1822,โจ๊ก ก๋วยจั๊บ ต้มเส้น บัตรคิว,1822
1823,Coffee Der La (คอฟฟี่ เด้อ หล่า),1823
1824,Nomicha,1824
1825,อัมพรแหนมเนือง,1825
1826,Kinn's The Buta,1826
1827,อุ้ยขนมเปี๊ยะ ขอนแก่น,1827
1828, Takeshi Sushi,1828
1829,TumLiaMue,1829
1830,บึงบอนเบเกอรี,1830
1831,H2 Healthy & Happy,1831
1832,ไก่ย่างระเบียบเขาสวนกวาง,1832
1833,สีนานวล คาเฟ่,1833
1834,Moooo milk bar (มูมิลค์บาร์),1834
1835,Calowries Hub (แคโลว์รีส์ ฮับ),1835
1836,Sealcoffeestand,1836
1837,Nigiwai Sushi (นิกิวาอิ ซูชิ),1837
1838,PadThaiGopNgern,1838
1839,Lumtae (ลำแต๊ไก่ทอด),1839
1840,Made For Mouth Cafe (เมด ฟอร์ เม้าส์ คาเฟ่),1840
1841,Mai Oak Coffee (กาแฟไม้โอ๊ค),1841
1842,ลาบซอดแจ้ง,1842
1843,Meekid Noodle (ก๋วยเตี๋ยวหมี่ขิด),1843
1844,Milky Good (มิลค์กี้ กู๊ด),1844
1845,ชาเย็นสยาม,1845
1846,Jood 3 Jood (จุด 3 จุด),1846
1847,Dose Espresso Thailand (โดสเอสเพรสโซ ไทยแลนด์),1847
1848,BEYOND CAFE (บียอน คาเฟ่),1848
1849,Fruiturday,1849
1850,มาดาม พาเท่ห์,1850
1851,My Vietnam (มายเวียดนาม),1851
1852,เลยดานัง,1852
1853,The Zixgar Club (เดอะ ซิกการ์ คลับ),1853
1854,Piccola Roma (พิโคล่าโรมา),1854
1855,TAEO RUAM MIT,1855
1856,จ่าอูหมูกระทะ,1856
1857,ส้มตำอุดร,1857
1858,กาแฟมณีพฤกษ์,1858
1859,Suki Changpheuak (สุกี้ช้างเผือก),1859
1860,หมูปิ้งคุณพ่อ,1860
1861,The Volcano (เดอะ โวลคาโน่),1861
1862,ตือคาโคช้างม่อย.猪脚圈,1862
1863,Guu Fusion Roti & Tea,1863
1864,ก๋วยเตี๋ยวหลุดโลก,1864
1865,The Duke’s (เดอะดุ๊คส),1865
1866,The Salad Concept (เดอะ สลัด คอนเซปท์),1866
1867,RAWtruckr,1867
1868,ข้าวมันไก่นันทาราม,1868
1869,แดง อาหารตามสั่ง,1869
1870,มินิลดา ปลาร้าหอม,1870
1871,ก๋วยเตี๋ยวเรือโกเหลียง,1871
1872,Me Cocount,1872
1873,SalmonRoom,1873
1874,Salad Terrace (สลัดเทอเรส),1874
1875,สเต็กคำโต,1875
1876,Jia Tong Heng Restaurant (ภัตตาคารเจี่ยท้งเฮง),1876
1877,ฟังกี้กริลล์,1877
1878,Sofuto Cream,1878
1879,Rock Me Burgers & Bar,1879
1880,แม่เพ็ญซีฟู๊ด,1880
1881,Ice Hub (ไอซ์ฮับ),1881
1882, Usagi Cha Bubble Tea,1882
1883,Flour flour,1883
1884,BAAN Landai (บ้านลันได ),1884
1885,นราชาชัก,1885
1886,Fernpresso cafe,1886
1887,VAVA Frozen Yogurt,1887
1888,Grill Jung (กิวจัง),1888
1889,ก๋วยเตี๋ยวคำหวาน,1889
1890,Nuanbakery (นวลเบเกอรี่),1890
1891,Cuisine De Garden,1891
1892,ผึ้งน้อยเบเกอรี่,1892
1893,ลูกชิ้นทองสุข,1893
1894,หมูกระทะช้างเผือก,1894
1895,ผัดผัด,1895
1896,ไอดิน กลิ่น ครก,1896
1897,ข้าวยำเสวย,1897
1898,White House (ไวท์เฮ้าส์),1898
1899,ขนมครกชาววัง,1899
1900,Ping Ping Seafood (ปิงปิงซีฟู๊ด),1900
1901,GRAPH,1901
1902,Janjao Soakhoa (จั่นเจาเซาเข่า),1902
1903,Akha Ama Coffee,1903
1904,Ristr8to (ริสเทรตโต้),1904
1905,Queensbaker,1905
1906,Gallery กาแฟดริป (แกลอรี่ กาแฟดริป),1906
1907,Tengoku De Cuisine (เทนโกกุ เดอ คูซีน),1907
1908,ดาราเทวี,1908
1909,ล้ำลำ,1909
1910,Charm Bakery,1910
1911,Seichi Yakiniku (เซจิ ยากินิคุ),1911
1912,PCI Foodland ,1912
1913,ตำลึงทอง,1913
1914,Torajiro (โทราจิโร่),1914
1915,บ้านต้นตำรับ,1915
1916,4Fingers Crispy Chicken,1916
1917, Cocomom by แม่ศรีเรือน (โคโค่ มัม บาย แม่ศรีเรือน),1917
1918,Arabitia Cafe (อาราบิเทีย คาเฟ่),1918
1919,คาเฟ่ ชากัญ,1919
1920,Shabu Smile (ชาบู สไมล์),1920
1921,Salang Tokpokki (ซารัง ต๊อกปกกี่),1921
1922,แบงค์พัน,1922
1923,ตำป่า ด.ช. นาย,1923
1924,อิ่มเอิบก๋วยจั๊บญวน ,1924
1925,เซี๊ยะก๋วยเตี๋ยวเป็ด,1925
1926,94 coffee (94 คอฟฟี่),1926
1927,Bobacha Bangkok,1927
1928,Blue Ocean Sushi (บลู โอเชี่ยน ซูชิ),1928
1929,Peppina (เปปพิน่า),1929
1930,Funky Fries,1930
1931,Kitchen Man Express (คิทเช่น แมน เอ็กซ์เพรส),1931
1932,Bahmhee Pa Ma (บะหมี่ป๊าม๊า),1932
1933,เปรี้ยวปาก,1933
1934,เจ๊ไน้เป็ดตุ๋น,1934
1935,Narai Pizzeria (นารายณ์พิซเซอเรีย),1935
1936,บัวลอยปากน้ำ2001,1936
1937,ยำยำ เลือกยำ by ปูดอง 24 ชั่วโมง,1937
1938,TIGA PIZZA,1938
1939,Jirafu Sushi & Beer Bar (จีราฟุ ซูชิ แอนด์ เบียร์บาร์),1939
1940,5 dao kho mun kai (ข้าวมันไก่ห้าดาว),1940
1941,เจ้าหลงลูกชิ้นปลา,1941
1942,ข้าวมันไก่นายเขียว,1942
1943,โอ้! เวจจี้สลัด,1943
1944, ผัดไทยตลาดพลู,1944
1945,Twentyfour Bubble Tea,1945
1946,HARU Bubble TEA (ฮารุ ชานมไข่มุก),1946
1947,ก๋วยเตี๋ยวเป็ดไร้เทียมทาน,1947
1948,Yakiniku Tan (ยากินิคุ ทัน),1948
1949,SD Bar B Q (เอสดี หมูกระทะ),1949
1950,Meet Fresh,1950
1951,House Of Crepe,1951
1952,MK LIVE (เอ็มเค ไลฟ์),1952
1953,Iwane Goes Nature (อิวาเนะ),1953
1954,Eric Kayser,1954
1955,Summer Bowl BKK,1955
1956,Jukkumi,1956
1957,Mama Do By เธอ (มาม่าดูบายเธอ),1957
1958,Susan Croissant,1958
1959,ก๋วยเตี๋ยวเรือนายเงี๊ยบ (บ้านสวน),1959
1960,Umi (อุมิ),1960
1961,Air Made Cake Mini,1961
1962,Healthy Planet Shop,1962
1963,Homie Made (โฮมมี่ เมด),1963
1964,Krua Go Seng (ครัวโกเซ่ง),1964
1965,เปลวนครปฐม ก๋วยเตี๋ยวต้มยำโบราณ,1965
1966,แซ่บซู้ด,1966
1967,ก๋วยเตี๋ยวเรือนแพ ,1967
1968,Yawaan (หญ้าหวาน),1968
1969,Four Seasons Chinese Restaurant (โฟร์ ซีซั่น),1969
1970,White Story (ไวท์ สตอรี่),1970
1971,Hiro Keki,1971
1972,ปังปังลาวา,1972
1973,Brew Bar,1973
1974,ปลาทูยายใจ,1974
1975,Sakura (ซากุระ),1975
1976,โจ๊กเปิดหม้อ,1976
1977,Croissant de mour,1977
1978,Cafe Interia inspired by Black Canyon (คาเฟ่ อินทีเรีย อินสปาย บาย แบล็คแคนยอน),1978
1979,Pocha (โภชา),1979
1980,Space Q,1980
1981,เฮือนกาฬสินธุ์,1981
1982,Zen Cha Tea,1982
1983,Chicka ,1983
1984,BubbleZ  (บับเบิ้ลซี),1984
1985,โจ๊กมัลลิกา,1985
1986,OCO,1986
1987,fantou (ฟ่านโถว),1987
1988,KUMA YAKINIKU (คุมะ ยากินิกุ),1988
1989,Pungun Food & Drink (ปันกัน Food & Drink),1989
1990,Gojira Yakiniku (โกจิระ ยากินิกุ),1990
1991,จัส จุ้ยส์ (Just juice),1991
1992,Have a ซี๊ดดด,1992
1993,ช.บะหมี่เกี๋ยว,1993
1994,PAPA'S Burger,1994
1995,ชวนกินหมูกระทะ,1995
1996,ตำ..ตำ อินเตอร์,1996
1997,ธานี ข้าวหมูแดง-หมูกรอบ,1997
1998,เครือทิพย์ ขนมไทย,1998
1999,Popcorn Major,1999
2000,Cocomom by แม่ศรีเรือน (โคโค่ มัม บาย แม่ศรีเรือน),2000
2001,Yellow Spoon Pastry,2001
2002,On Yasai (องยาไซ),2002
2003,Expresso By Gloria Jean's,2003
2004,Hong Kong Fisherman (ฮ่องกงฟิชเชอร์แมน),2004
2005,Jum Dad (จุ่มดาด โพนยางคำ),2005
2006,An Hour Coffee Bar,2006
2007,Sunny drink,2007
2008,Mama Café (มามา คาเฟ่),2008
2009,Poo Kai Nakorn (ปูไข่นคร),2009
2010,Mick ปูไข่เยิ้ม,2010
2011,ซาลาเปา ขนมจีบ แม่สุ,2011
2012,เนื้อตุ๋นบางกอก,2012
2013,Chicky Chic,2013
2014,ก๋วยเตี๋ยวเนื้อวัวนายเที๊ยบ,2014
2015,kokonutthailand,2015
2016,Drink C15,2016
2017,เย็นตาโฟฟ้าผ่า,2017
2018,หมูยอ ป.อุบล /ก๋วยจั๊บญวน by ป.อุบล,2018
2019,ก๋วยเตี๋ยวเรือแม่จันทร์,2019
2020,Ekiben Bento,2020
2021,สามหมู จิง จู ไฉ่,2021
2022,Daebak Jjimdak 대박찜닭 (แดบัก จิมดัก),2022
2023,ก๋วยเตี๋ยวเนื้อสวนผัก,2023
2024,Coffee Road,2024
2025,Kiew Kai Ka (เขียวไข่กา),2025
2026,Spa Foods (สปา ฟู้ดส์),2026
2027,EZ'S KITCHEN (อีซี่ส์ คิทเช่น),2027
2028,Cubes.bkk (คิวบ์บีเคเค),2028
2029,เตี๋ยวแม่กลองเล้งแซ่บ,2029
2030,Changwon Express (ชางวอน เอกซ์เพรส),2030
2031,Kaizen Coffee (ไคเซ็น คอฟฟี่),2031
2032,Chicka,2032
2033,ทะเลทอง,2033
2034,Little Hut - House of Waffle,2034
2035,The Sweetener (เดอะสวีทเทนเนอร์),2035
2036,101 & Co. Coffee Station,2036
2037,Patio (พาทิโอ),2037
2038,Umenohana (อุเมะโนะฮานะ),2038
2039,Azabu Sabo,2039
2040,WWAPORTAL,2040
2041,Tasty Congee & Noodle Wantun Shop,2041
2042,Pennii Premium Popcorn,2042
2043,mamemi,2043
2044,Bomber Dog,2044
2045,Le Boulanger (เลอ บูลองเช่),2045
2046,Schnitzel's,2046
2047,So Shiok,2047
2048,Es/pe/ro,2048
2049,Sloth Sukiyaki,2049
2050,บะหมี่เป็ดย่าง คลองตัน,2050
2051,Black Coffee Cafe (แบล็คคอฟฟี่ คาเฟ่),2051
2052,Bitter*Sweet homemade Ice Cream (บิทเทอร์*สวีท),2052
2053,Bun ( บัน),2053
2054,Sammi Homme Croissant,2054
2055,LIFE roaster,2055
2056,RyotaShabu,2056
2057,Coffee Journey,2057
2058,Playboy Cafe (เพลย์บอย คาเฟ่),2058
2059,spicy cat,2059
2060,Gyu-Kaku Japanese BBQ (กิวคาขุ),2060
2061,Mrs.Balbir’,2061
2062,Hooters (ฮูเตอร์ส),2062
2063,JW marriott,2063
2064,MK Gold,2064
